Macrogene,gene,weight
Macrogene 80,marm_NEIL3,0.36033887
Macrogene 80,marm_PLCZ1,0.35846215
Macrogene 80,marm_VAV3,0.35743254
Macrogene 80,marm_INPP5D,0.35186633
Macrogene 80,marm_DOCK11,0.35165784
Macrogene 80,marm_MTMR6,0.3418903
Macrogene 80,mouse_Osbpl10,0.3279924
Macrogene 80,marm_RASGRP3,0.32673806
Macrogene 80,mouse_Unc5d,0.32550535
Macrogene 80,marm_SEMA6D,0.32042658
Macrogene 80,mouse_Stx1a,0.31329024
Macrogene 80,mouse_Dock11,0.30676308
Macrogene 80,mouse_Dip2a,0.30629405
Macrogene 80,mouse_Plcd4,0.29531226
Macrogene 80,mouse_Sec14l5,0.29370224
Macrogene 80,marm_GAB2,0.2907889
Macrogene 80,mouse_Fgf1,0.28899673
Macrogene 80,mouse_Unc13b,0.288775
Macrogene 80,marm_L3MBTL4,0.2819415
Macrogene 80,mouse_Pak1,0.2815057
Macrogene 80,marm_PTPRR,0.2806448
Macrogene 80,marm_THRB,0.2772188
Macrogene 80,mouse_L3mbtl4,0.27477294
Macrogene 80,marm_RORA,0.27264005
Macrogene 80,mouse_Kcnip1,0.2724756
Macrogene 80,marm_SRGAP1,0.27048695
Macrogene 80,mouse_Kcnh5,0.2655796
Macrogene 80,mouse_Coro2a,0.26214823
Macrogene 80,mouse_Zmat4,0.2598497
Macrogene 80,marm_RYR2,0.25946516
Macrogene 80,marm_HCN1,0.25620738
Macrogene 80,mouse_Pde1a,0.2556214
Macrogene 80,marm_DGKH,0.25251672
Macrogene 80,marm_PIK3C2G,0.2521053
Macrogene 80,mouse_Ptprr,0.24664715
Macrogene 80,marm_ZMAT4,0.24357688
Macrogene 80,mouse_Pla2g4e,0.24284986
Macrogene 80,mouse_Cacng2,0.24132326
Macrogene 80,marm_PDE1C,0.2400142
Macrogene 80,marm_RNF150,0.23994708
Macrogene 80,mouse_Prkcg,0.23942344
Macrogene 80,marm_SYTL5,0.23907709
Macrogene 80,marm_POGK,0.23497012
Macrogene 80,marm_ANKMY2,0.23122232
Macrogene 80,marm_PLD1,0.230518
Macrogene 80,mouse_Cpne8,0.22910245
Macrogene 80,mouse_Gas7,0.224204
Macrogene 80,marm_TMEM63C,0.22198334
Macrogene 80,mouse_Sema6a,0.21986495
Macrogene 80,marm_PAM,0.2189083
Macrogene 80,mouse_Ankrd44,0.21788135
Macrogene 80,marm_PAK3,0.20973232
Macrogene 80,mouse_Arap2,0.20686306
Macrogene 80,mouse_Pam,0.20486508
Macrogene 80,mouse_Kcnv1,0.20309182
Macrogene 80,marm_DOK5,0.20222056
Macrogene 80,mouse_Tiam2,0.20126906
Macrogene 81,marm_FABP7,1.1193551
Macrogene 81,mouse_Fabp4,1.0970474
Macrogene 81,mouse_Fabp7,1.0700464
Macrogene 81,mouse_Fabp6,1.017926
Macrogene 81,marm_PMP2,0.94510466
Macrogene 81,mouse_Rbp2,0.8848281
Macrogene 81,mouse_Fabp5,0.85482985
Macrogene 81,mouse_Rbp7,0.8268045
Macrogene 81,marm_CRABP2,0.29848155
Macrogene 82,mouse_Ccn3,1.0405241
Macrogene 82,marm_CCN3,1.0402405
Macrogene 82,mouse_Gphb5,1.0230337
Macrogene 82,mouse_Ccn2,0.90840316
Macrogene 82,marm_CCN2,0.75784516
Macrogene 82,marm_CCN4,0.6545741
Macrogene 82,marm_IGFBP3,0.6365249
Macrogene 82,mouse_Ccn1,0.32782266
Macrogene 82,marm_CCN1,0.3133923
Macrogene 82,marm_IGFBP5,0.2803327
Macrogene 82,mouse_Igfbp5,0.22478102
Macrogene 83,marm_SELENOM,0.9281075
Macrogene 83,marm_GRIN2D,0.84751225
Macrogene 83,marm_KCNN1,0.67983514
Macrogene 83,mouse_Hs3st4,0.39346346
Macrogene 83,mouse_Kcng2,0.3663371
Macrogene 83,mouse_Grin2d,0.35168618
Macrogene 83,marm_KCNJ9,0.26734832
Macrogene 83,mouse_Samd5,0.26293525
Macrogene 83,marm_CCDC85B,0.2048979
Macrogene 84,marm_KLF2,1.0935909
Macrogene 84,mouse_Egr4,0.97128075
Macrogene 84,mouse_Klf2,0.9616383
Macrogene 84,marm_SOX18,0.9314235
Macrogene 84,marm_ATF5,0.91587645
Macrogene 84,marm_CITED4,0.904531
Macrogene 84,marm_EGR4,0.87088645
Macrogene 84,marm_FOXQ1,0.39430338
Macrogene 84,marm_CEBPD,0.33284083
Macrogene 84,marm_NRL,0.30521494
Macrogene 84,marm_SOX17,0.2657647
Macrogene 85,mouse_Slc4a4,0.85961795
Macrogene 85,marm_SLC4A4,0.8166122
Macrogene 85,marm_SLC4A7,0.7545349
Macrogene 85,marm_SLC4A10,0.7215541
Macrogene 85,marm_SLC1A2,0.60673195
Macrogene 85,marm_SLC23A2,0.55773795
Macrogene 85,marm_SLC4A5,0.53827745
Macrogene 85,marm_SLC24A2,0.5131091
Macrogene 85,mouse_Slc1a2,0.4718038
Macrogene 85,mouse_Slc4a5,0.44714552
Macrogene 85,marm_SLC4A11,0.43750522
Macrogene 85,marm_SLC12A3,0.43340963
Macrogene 85,mouse_Slc6a1,0.41110417
Macrogene 85,mouse_Slc24a3,0.39480233
Macrogene 85,mouse_Slc6a17,0.3672983
Macrogene 85,marm_SLC24A3,0.35889366
Macrogene 85,marm_SLC5A11,0.3291057
Macrogene 85,mouse_Slc1a1,0.32367536
Macrogene 85,mouse_Slc24a4,0.30796272
Macrogene 85,mouse_Slc6a11,0.3004118
Macrogene 85,marm_SLC6A1,0.29619998
Macrogene 85,marm_SLC1A1,0.26611868
Macrogene 85,marm_SLC24A4,0.23957884
Macrogene 85,marm_SLC6A15,0.23569423
Macrogene 85,marm_SLC28A2,0.21431442
Macrogene 86,marm_KCNIP4,1.572611
Macrogene 86,mouse_Kcnip4,1.4596895
Macrogene 86,marm_EFCAB2,0.6770245
Macrogene 86,mouse_Kcnip1,0.6732163
Macrogene 86,mouse_Kcnip3,0.64309853
Macrogene 86,mouse_Kcnip2,0.62025875
Macrogene 86,marm_KCNIP1,0.608042
Macrogene 86,marm_RCN2,0.59423274
Macrogene 86,mouse_Tesc,0.5809463
Macrogene 86,mouse_Ncald,0.5736196
Macrogene 86,marm_NCALD,0.5543647
Macrogene 86,mouse_Efcab1,0.5459214
Macrogene 86,marm_CAPSL,0.5436743
Macrogene 86,marm_KCNIP2,0.5374533
Macrogene 86,marm_KCNIP3,0.5345269
Macrogene 86,mouse_Efcab11,0.53022295
Macrogene 86,marm_CIB4,0.52664125
Macrogene 86,marm_CIB1,0.5113177
Macrogene 86,mouse_Calb1,0.23994577
Macrogene 87,marm_RAB3C,1.9651067
Macrogene 87,mouse_Rab3c,1.6148844
Macrogene 87,mouse_Rab31,1.2694869
Macrogene 87,marm_RAB27B,1.1999911
Macrogene 87,marm_RAB31,1.1917167
Macrogene 87,marm_ARL4C,1.0076464
Macrogene 87,mouse_Rab27b,0.65764546
Macrogene 87,mouse_Rab3b,0.6098605
Macrogene 87,mouse_Rab27a,0.56237173
Macrogene 87,mouse_Rab39,0.52097106
Macrogene 87,mouse_Rit2,0.5176082
Macrogene 87,mouse_Rap1a,0.5134413
Macrogene 87,mouse_Rab7b,0.5059987
Macrogene 87,marm_RAB3B,0.49226266
Macrogene 87,mouse_Rab38,0.4891231
Macrogene 87,marm_RAB27A,0.46491855
Macrogene 87,marm_RAB38,0.45317802
Macrogene 87,marm_RIT2,0.3202075
Macrogene 87,mouse_Rab37,0.31103155
Macrogene 87,marm_RERG,0.24562782
Macrogene 87,marm_RAB20,0.21086183
Macrogene 88,mouse_Defb9,1.1632589
Macrogene 88,marm_DEFB135,0.85720724
Macrogene 88,mouse_Defb1,0.7292046
Macrogene 88,mouse_Defb19,0.34073496
Macrogene 88,mouse_Defb42,0.31483296
Macrogene 88,mouse_Defb20,0.29945856
Macrogene 89,marm_COL4A4,1.504851
Macrogene 89,marm_COL4A3,1.4499701
Macrogene 89,mouse_Col4a2,1.3327156
Macrogene 89,mouse_Col4a1,1.3068769
Macrogene 89,marm_COL4A1,0.86833405
Macrogene 89,mouse_Col4a5,0.81815326
Macrogene 89,marm_COL4A2,0.7980771
Macrogene 89,mouse_Col4a6,0.7630432
Macrogene 89,marm_COL4A5,0.6793261
Macrogene 89,marm_COL4A6,0.5779299
Macrogene 89,mouse_Col4a4,0.5571265
Macrogene 89,marm_COL9A2,0.52412826
Macrogene 89,mouse_Col8a1,0.30371094
Macrogene 89,marm_COL8A1,0.28295976
Macrogene 89,marm_COL10A1,0.24866268
Macrogene 89,mouse_Col19a1,0.22346868
Macrogene 90,marm_RARB,0.6913592
Macrogene 90,mouse_Ano3,0.6690501
Macrogene 90,marm_ANO3,0.6566832
Macrogene 90,marm_TRPM2,0.65640473
Macrogene 90,mouse_Trpc3,0.6316068
Macrogene 90,mouse_Trpc6,0.581023
Macrogene 90,mouse_Ano4,0.57976574
Macrogene 90,mouse_Prkar1b,0.579668
Macrogene 90,marm_MCOLN2,0.56801885
Macrogene 90,marm_SERINC1,0.56783426
Macrogene 90,marm_KCNIP4,0.5657246
Macrogene 90,marm_PPP2R2C,0.5576708
Macrogene 90,mouse_Slc12a2,0.55504227
Macrogene 90,mouse_Trpc7,0.55197513
Macrogene 90,marm_TRPC3,0.55111367
Macrogene 90,marm_GRM7,0.5508292
Macrogene 90,marm_TRPC7,0.54031765
Macrogene 90,marm_LYZ,0.53974205
Macrogene 90,mouse_Kcnip4,0.5322879
Macrogene 90,mouse_Agbl4,0.5236168
Macrogene 90,mouse_Ccnb1,0.5215889
Macrogene 90,marm_SLC12A2,0.5170202
Macrogene 90,marm_CCNB2,0.5138455
Macrogene 90,mouse_Serinc1,0.5072218
Macrogene 90,mouse_Slco5a1,0.5041818
Macrogene 90,marm_TRPC6,0.5007952
Macrogene 90,mouse_Kif23,0.49635094
Macrogene 90,mouse_Pkd2l1,0.49375907
Macrogene 90,mouse_Gabrg3,0.4914248
Macrogene 90,mouse_Kcnab1,0.48841903
Macrogene 90,marm_GPC6,0.48753753
Macrogene 90,mouse_Bves,0.48461482
Macrogene 90,marm_USP12,0.47943196
Macrogene 90,mouse_Myo5c,0.47876135
Macrogene 90,marm_PIGN,0.47500095
Macrogene 90,marm_ATP8A2,0.47454438
Macrogene 90,mouse_Clcn2,0.4721022
Macrogene 90,marm_HVCN1,0.46540147
Macrogene 90,marm_HS6ST3,0.46506223
Macrogene 90,marm_CERS6,0.4632303
Macrogene 90,marm_TPCN1,0.45902774
Macrogene 90,marm_SLC37A1,0.4376425
Macrogene 90,marm_PPP3CA,0.41850868
Macrogene 90,marm_ARHGAP10,0.38389927
Macrogene 90,marm_KCNAB1,0.3801467
Macrogene 90,marm_ANO4,0.37971064
Macrogene 90,mouse_Gpc6,0.3777584
Macrogene 90,mouse_Kcnj3,0.37413147
Macrogene 90,mouse_Grm8,0.34643635
Macrogene 90,marm_CLVS1,0.34558335
Macrogene 90,marm_CDIN1,0.33784243
Macrogene 90,marm_SLC26A4,0.33733177
Macrogene 90,marm_RASGEF1B,0.3299873
Macrogene 90,marm_MYO5C,0.32751483
Macrogene 90,mouse_Mctp1,0.32081077
Macrogene 90,marm_DIAPH2,0.317116
Macrogene 90,marm_GABRA4,0.30538547
Macrogene 90,mouse_Arhgap10,0.3022575
Macrogene 90,mouse_Edil3,0.29026017
Macrogene 90,marm_LARGE1,0.28733924
Macrogene 90,mouse_Xkr4,0.28612876
Macrogene 90,mouse_Gabrg2,0.28448918
Macrogene 90,mouse_Upp2,0.27818966
Macrogene 90,marm_GPR158,0.276126
Macrogene 90,marm_DPYD,0.27523136
Macrogene 90,marm_KCNT2,0.2735154
Macrogene 90,mouse_Clvs1,0.27216485
Macrogene 90,mouse_Ndrg4,0.2709814
Macrogene 90,marm_STRIP2,0.26806003
Macrogene 90,marm_IMMP2L,0.26793468
Macrogene 90,marm_GRM8,0.26301494
Macrogene 90,marm_PLXNA4,0.25995654
Macrogene 90,mouse_Cacnb2,0.25948426
Macrogene 90,marm_SV2C,0.25573936
Macrogene 90,marm_GABRG2,0.25549918
Macrogene 90,marm_LAMB1,0.2546099
Macrogene 90,mouse_Osbpl8,0.2540639
Macrogene 90,marm_TUSC3,0.25318855
Macrogene 90,marm_SLC9A7,0.2502286
Macrogene 90,mouse_Gabra3,0.25015593
Macrogene 90,marm_KCNJ3,0.24728607
Macrogene 90,mouse_Ndst3,0.247179
Macrogene 90,mouse_Kcnj6,0.2468974
Macrogene 90,marm_DTWD2,0.24568264
Macrogene 90,marm_KCNMA1,0.2454909
Macrogene 90,marm_GABRA3,0.24228007
Macrogene 90,marm_AFG1L,0.2392986
Macrogene 90,marm_PSME4,0.23051322
Macrogene 90,mouse_Nkain1,0.22932152
Macrogene 90,mouse_Adgrb1,0.22614615
Macrogene 90,marm_SNAP25,0.22338092
Macrogene 90,mouse_Prkg1,0.22031614
Macrogene 90,marm_LHFPL3,0.21923172
Macrogene 90,marm_OSBPL8,0.21782704
Macrogene 90,marm_CABP1,0.21476576
Macrogene 90,mouse_Kcnj9,0.20886697
Macrogene 90,mouse_Gabra2,0.20798104
Macrogene 90,mouse_mt-Co2,0.20570982
Macrogene 90,mouse_Slc9a9,0.20093006
Macrogene 91,mouse_Tex36,1.1070575
Macrogene 91,marm_TEX36,0.8145105
Macrogene 91,marm_SPATA48,0.806395
Macrogene 91,marm_TEX26,0.35573885
Macrogene 91,marm_SPAG8,0.2533991
Macrogene 91,mouse_Tex26,0.25103176
Macrogene 92,marm_CCDC136,0.72941303
Macrogene 92,mouse_Ccdc136,0.7191311
Macrogene 92,mouse_Nin,0.619834
Macrogene 92,marm_CROCC2,0.5740363
Macrogene 92,mouse_Crocc2,0.4886348
Macrogene 92,marm_SYCE1L,0.41475102
Macrogene 92,mouse_Gm1043,0.3647092
Macrogene 92,marm_BICDL1,0.28028676
Macrogene 92,marm_CCDC78,0.21107276
Macrogene 92,mouse_Jakmip1,0.20502213
Macrogene 93,mouse_Tmem212,1.0167384
Macrogene 93,marm_TMEM212,0.6976041
Macrogene 93,marm_TMEM196,0.61529243
Macrogene 93,mouse_Ms4a6c,0.320091
Macrogene 93,mouse_Ms4a7,0.29893717
Macrogene 93,marm_MS4A6A,0.21986212
Macrogene 94,mouse_Etv1,1.4786816
Macrogene 94,marm_ETV1,1.2822527
Macrogene 94,marm_ETV5,1.0164237
Macrogene 94,mouse_Etv4,0.8093691
Macrogene 94,mouse_Etv5,0.7264351
Macrogene 94,marm_FOXO1,0.20578034
Macrogene 95,marm_ANLN,0.52283067
Macrogene 95,mouse_Mtus1,0.4841317
Macrogene 95,mouse_Mgarp,0.43834296
Macrogene 95,marm_HOATZ,0.42581767
Macrogene 95,marm_LCA5,0.4202417
Macrogene 95,marm_TEX48,0.4121213
Macrogene 95,marm_CEP162,0.39196867
Macrogene 95,marm_MARCHF10,0.3799364
Macrogene 95,marm_CFAP44,0.37884215
Macrogene 95,marm_ZBBX,0.37416327
Macrogene 95,mouse_Sncaip,0.3739686
Macrogene 95,marm_STMND1,0.3671793
Macrogene 95,marm_LRRC36,0.36415938
Macrogene 95,mouse_Prr11,0.35281664
Macrogene 95,marm_LRRC63,0.3445187
Macrogene 95,mouse_Tex21,0.33396968
Macrogene 95,mouse_Map7,0.3303613
Macrogene 95,marm_LCA5L,0.32696807
Macrogene 95,marm_FAM107B,0.3200315
Macrogene 95,mouse_Dlgap5,0.30918735
Macrogene 95,marm_PALM2AKAP2,0.30098358
Macrogene 95,mouse_Cenpf,0.29914284
Macrogene 95,marm_LRRIQ1,0.29620397
Macrogene 95,mouse_Lrrc63,0.2936425
Macrogene 95,mouse_Clspn,0.28845972
Macrogene 95,mouse_Mis18bp1,0.28067496
Macrogene 95,mouse_Fam214a,0.27889207
Macrogene 95,mouse_Armc2,0.27815348
Macrogene 95,mouse_Cobll1,0.27509317
Macrogene 95,marm_ERICH3,0.27102077
Macrogene 95,mouse_Cenpe,0.2609122
Macrogene 95,marm_KIAA2012,0.24526484
Macrogene 95,marm_SYCP2,0.24041641
Macrogene 95,mouse_Gm12666,0.2267805
Macrogene 95,mouse_D7Ertd443e,0.22433476
Macrogene 95,marm_COBL,0.22089376
Macrogene 95,mouse_Asxl3,0.20868346
Macrogene 95,mouse_Bcas1,0.20574121
Macrogene 95,mouse_Filip1l,0.20447673
Macrogene 96,mouse_Cacna2d3,1.3516703
Macrogene 96,mouse_Ptprk,1.2202792
Macrogene 96,marm_CNTNAP2,1.102991
Macrogene 96,mouse_Sema3c,1.0715847
Macrogene 96,mouse_Mpped1,0.96703255
Macrogene 96,mouse_Ptprm,0.8262044
Macrogene 96,mouse_Cdh7,0.8190395
Macrogene 96,mouse_Nectin3,0.79658055
Macrogene 96,mouse_Pcdh19,0.75020224
Macrogene 96,mouse_Pam,0.74981976
Macrogene 96,mouse_Rgl1,0.74903417
Macrogene 96,mouse_Mgat4c,0.7256217
Macrogene 96,mouse_Rtl4,0.71483296
Macrogene 96,marm_LRMDA,0.70921123
Macrogene 96,mouse_Slc30a3,0.69550574
Macrogene 96,marm_SAT1,0.6741233
Macrogene 96,marm_SYNPR,0.66282463
Macrogene 96,mouse_Dgkb,0.6606262
Macrogene 96,marm_MSRB3,0.6524174
Macrogene 96,mouse_Fggy,0.6503136
Macrogene 96,marm_HSPA12A,0.6380827
Macrogene 96,mouse_Sema3a,0.6379733
Macrogene 96,mouse_Zbtb18,0.63796663
Macrogene 96,mouse_Gfod2,0.63315326
Macrogene 96,mouse_Dpp6,0.6234839
Macrogene 96,mouse_Tnr,0.6092268
Macrogene 96,mouse_Mthfs,0.6065358
Macrogene 96,mouse_Hspa12a,0.5836073
Macrogene 96,marm_EGFLAM,0.5667338
Macrogene 96,mouse_Pla2g7,0.56576926
Macrogene 96,mouse_Adam18,0.56423604
Macrogene 96,mouse_Sergef,0.556535
Macrogene 96,mouse_Rasgrf1,0.551194
Macrogene 96,mouse_Cpne8,0.54394054
Macrogene 96,mouse_Egflam,0.5419727
Macrogene 96,mouse_Adgrl4,0.54176617
Macrogene 96,marm_CA10,0.54050547
Macrogene 96,mouse_Adamtsl3,0.5276391
Macrogene 96,mouse_Cd180,0.5260644
Macrogene 96,marm_ITGB1,0.5240115
Macrogene 96,mouse_Mmp11,0.52185726
Macrogene 96,mouse_Neil3,0.5185232
Macrogene 96,mouse_Art3,0.51580715
Macrogene 96,mouse_Enpp6,0.5143762
Macrogene 96,mouse_Reln,0.5098173
Macrogene 96,mouse_Wdr66,0.50832707
Macrogene 96,mouse_Ctla2b,0.50605047
Macrogene 96,mouse_Dio2,0.5042379
Macrogene 96,mouse_Ccbe1,0.50386
Macrogene 96,mouse_Tspo2,0.50222695
Macrogene 96,mouse_Plau,0.49817625
Macrogene 96,mouse_Cd200r1,0.49683538
Macrogene 96,marm_TLR4,0.49621555
Macrogene 96,mouse_Adgre5,0.49598643
Macrogene 96,mouse_Ifnar2,0.48784503
Macrogene 96,mouse_Il5ra,0.48727614
Macrogene 96,mouse_Col4a3,0.48525217
Macrogene 96,mouse_Esam,0.48504207
Macrogene 96,mouse_Pde2a,0.4827337
Macrogene 96,marm_SVEP1,0.48199552
Macrogene 96,mouse_Mfsd13b,0.48100078
Macrogene 96,mouse_Epha3,0.47715253
Macrogene 96,mouse_Lepr,0.47687307
Macrogene 96,mouse_Adam3,0.47344178
Macrogene 96,mouse_Epha4,0.46972492
Macrogene 96,mouse_Herc3,0.46412387
Macrogene 96,mouse_Adgrf4,0.46199423
Macrogene 96,mouse_Gfod1,0.44320518
Macrogene 96,mouse_Lrmda,0.4278451
Macrogene 96,mouse_Synpr,0.41310105
Macrogene 96,mouse_Gpam,0.41036177
Macrogene 96,mouse_Rassf8,0.40211764
Macrogene 96,marm_TMTC1,0.39286816
Macrogene 96,marm_TAFA2,0.3725292
Macrogene 96,mouse_Pfkp,0.3681263
Macrogene 96,mouse_Ubash3b,0.363907
Macrogene 96,mouse_Prkag2,0.35057774
Macrogene 96,marm_EPHA6,0.34073398
Macrogene 96,mouse_Sorcs1,0.33854225
Macrogene 96,mouse_Bmpr1b,0.31107372
Macrogene 96,mouse_Tafa2,0.30995587
Macrogene 96,marm_TMEM241,0.2913142
Macrogene 96,mouse_Cap2,0.28527546
Macrogene 96,marm_SLC28A1,0.28302926
Macrogene 96,mouse_Adamts17,0.28065452
Macrogene 96,mouse_Nrbp2,0.27998805
Macrogene 96,mouse_Dner,0.2648466
Macrogene 96,mouse_Adgrl2,0.26076394
Macrogene 96,mouse_Adora2a,0.2516429
Macrogene 96,mouse_Tafa1,0.24541254
Macrogene 96,mouse_Ptpn3,0.23581657
Macrogene 96,mouse_Gnb4,0.23549326
Macrogene 96,mouse_Pcdh11x,0.23236032
Macrogene 96,mouse_Camk2a,0.23218477
Macrogene 96,marm_HMGCLL1,0.2308877
Macrogene 96,mouse_Wdr17,0.22506194
Macrogene 96,marm_FLT1,0.22232632
Macrogene 96,mouse_Adgrf5,0.22110376
Macrogene 96,mouse_Rgs20,0.22031762
Macrogene 96,mouse_Gcnt2,0.21444182
Macrogene 96,mouse_Gnal,0.20921895
Macrogene 96,mouse_Cyth3,0.20735233
Macrogene 96,mouse_Ntrk3,0.20506565
Macrogene 96,mouse_Adamts18,0.202533
Macrogene 97,mouse_Nrgn,1.2550756
Macrogene 97,marm_NRGN,1.1960738
Macrogene 97,marm_PCP4,0.24606484
Macrogene 97,marm_PCP4L1,0.20025311
Macrogene 98,mouse_Spidr,1.3606602
Macrogene 98,mouse_Spata22,0.91206783
Macrogene 98,mouse_Ifi213,0.9037599
Macrogene 98,mouse_Mndal,0.886877
Macrogene 98,mouse_Ifi207,0.8448697
Macrogene 98,mouse_Ifi204,0.82087356
Macrogene 98,mouse_Ifi203,0.80358654
Macrogene 98,mouse_Ifi206,0.74833024
Macrogene 98,mouse_Radx,0.6597483
Macrogene 98,marm_SP110,0.6355272
Macrogene 98,mouse_Aim2,0.60821044
Macrogene 98,mouse_A630001G21Rik,0.5835791
Macrogene 98,marm_RADX,0.39301625
Macrogene 98,mouse_Rtp3,0.24322581
Macrogene 99,mouse_Sh3pxd2a,0.79494905
Macrogene 99,mouse_Fyb,0.749947
Macrogene 99,mouse_Sh3pxd2b,0.739158
Macrogene 99,mouse_Ncf1,0.6478052
Macrogene 99,marm_FYB1,0.4142485
Macrogene 99,marm_NCK2,0.35304183
Macrogene 99,mouse_Blnk,0.31503996
Macrogene 100,marm_FABP7,1.4243891
Macrogene 100,marm_ATP5F1D,1.0594518
Macrogene 100,marm_ELOB,1.0574852
Macrogene 100,marm_SOD1,0.9882564
Macrogene 100,marm_FBP2,0.93099016
Macrogene 100,marm_NME2,0.81946933
Macrogene 100,marm_ADHFE1,0.7970742
Macrogene 100,mouse_Fabp7,0.7917552
Macrogene 100,mouse_Sirt2,0.744717
Macrogene 100,marm_GMDS,0.72897446
Macrogene 100,marm_ETFB,0.7209605
Macrogene 100,marm_SIRT5,0.7206376
Macrogene 100,marm_ALDH1L1,0.6769365
Macrogene 100,marm_RPL9,0.64436835
Macrogene 100,marm_MTHFD2L,0.629243
Macrogene 100,mouse_Rps14,0.58499706
Macrogene 100,marm_ACTG1,0.57246614
Macrogene 100,marm_PAPSS2,0.5662362
Macrogene 100,mouse_Psma8,0.5512781
Macrogene 100,marm_RPS28,0.53664756
Macrogene 100,mouse_Rps10,0.5323477
Macrogene 100,marm_SUCLG2,0.531253
Macrogene 100,mouse_Trf,0.5016296
Macrogene 100,marm_CRIP2,0.480883
Macrogene 100,mouse_Gapdh,0.47866377
Macrogene 100,marm_CHMP2A,0.46617994
Macrogene 100,mouse_Osgep,0.45376578
Macrogene 100,marm_EEF1A1,0.4518599
Macrogene 100,marm_FHIT,0.44719484
Macrogene 100,mouse_Rps19,0.44676787
Macrogene 100,mouse_Gatm,0.44623688
Macrogene 100,mouse_Ctps,0.44248676
Macrogene 100,mouse_Aldh1l1,0.43426877
Macrogene 100,marm_RPS11,0.40274382
Macrogene 100,mouse_Tpt1,0.4016176
Macrogene 100,marm_NDUFB10,0.39251378
Macrogene 100,marm_RPS4X,0.38524288
Macrogene 100,marm_TPPP3,0.3824513
Macrogene 100,mouse_Asrgl1,0.37574863
Macrogene 100,mouse_Pcx,0.3744949
Macrogene 100,marm_ATP5MC3,0.3722158
Macrogene 100,mouse_Myh7,0.3720385
Macrogene 100,marm_ALDOC,0.36166477
Macrogene 100,marm_RPL12,0.35687214
Macrogene 100,marm_ROMO1,0.35655758
Macrogene 100,marm_RPS3,0.35346827
Macrogene 100,mouse_Hbb-bs,0.3508845
Macrogene 100,mouse_Stxbp3,0.32808575
Macrogene 100,mouse_Tubb4a,0.32605603
Macrogene 100,mouse_Tes,0.32346562
Macrogene 100,marm_FAU,0.32117847
Macrogene 100,mouse_Actb,0.32021725
Macrogene 100,marm_EEF1A2,0.31702676
Macrogene 100,marm_ATP5IF1,0.3137806
Macrogene 100,marm_DYNLL2,0.30803904
Macrogene 100,marm_PSMB9,0.3068433
Macrogene 100,mouse_Car2,0.30642036
Macrogene 100,marm_TRMT112,0.30463535
Macrogene 100,marm_CPT1A,0.30458245
Macrogene 100,mouse_Pld1,0.30218554
Macrogene 100,mouse_Rps27a,0.30183926
Macrogene 100,mouse_Elovl7,0.30021337
Macrogene 100,mouse_Flnb,0.2985303
Macrogene 100,mouse_Cpne2,0.29518437
Macrogene 100,mouse_Cbs,0.29293102
Macrogene 100,mouse_Ddc,0.29072422
Macrogene 100,mouse_Eef1a1,0.28556788
Macrogene 100,marm_YWHAG,0.28349316
Macrogene 100,marm_RPS25,0.27561784
Macrogene 100,marm_ATP1A2,0.27222407
Macrogene 100,mouse_Dynlrb2,0.27078062
Macrogene 100,marm_PSMB5,0.26942068
Macrogene 100,mouse_Anxa4,0.269075
Macrogene 100,mouse_Hbb-bt,0.26829898
Macrogene 100,mouse_Ndrg1,0.26723602
Macrogene 100,marm_CD81,0.26672825
Macrogene 100,mouse_Gsn,0.263923
Macrogene 100,mouse_Rps2,0.26143163
Macrogene 100,mouse_Rpsa,0.25828934
Macrogene 100,marm_RPS5,0.2570705
Macrogene 100,marm_ALDH1A1,0.25644585
Macrogene 100,marm_ATP5MC1,0.25481954
Macrogene 100,marm_ALDH2,0.25369412
Macrogene 100,marm_HDDC2,0.2528598
Macrogene 100,marm_SEC11C,0.24733499
Macrogene 100,marm_EEF2,0.24191348
Macrogene 100,mouse_Hsp90aa1,0.2412484
Macrogene 100,marm_FARS2,0.24068272
Macrogene 100,mouse_Scd2,0.23971604
Macrogene 100,mouse_Fa2h,0.2389745
Macrogene 100,mouse_Acss1,0.2388697
Macrogene 100,marm_TOP2A,0.23519118
Macrogene 100,marm_YWHAZ,0.23433737
Macrogene 100,mouse_Clic4,0.22918372
Macrogene 100,marm_HSP90AA1,0.2285371
Macrogene 100,mouse_Glt28d2,0.22733168
Macrogene 100,mouse_Rplp1,0.22642186
Macrogene 100,marm_CPS1,0.22608775
Macrogene 100,marm_HSPA5,0.2250072
Macrogene 100,mouse_Rpl19,0.2249723
Macrogene 100,mouse_mt-Co1,0.22357723
Macrogene 100,marm_GCH1,0.22336566
Macrogene 100,mouse_Rps3,0.22113587
Macrogene 100,marm_FLNB,0.21651685
Macrogene 100,mouse_Adssl1,0.21649505
Macrogene 100,mouse_Hmgb2,0.2154062
Macrogene 100,mouse_Ifi27l2a,0.21530254
Macrogene 100,mouse_Fkbp5,0.21346763
Macrogene 100,mouse_Tuba1a,0.2129676
Macrogene 100,marm_OTC,0.21210878
Macrogene 100,marm_DYNLRB2,0.21114866
Macrogene 100,mouse_Pdcd4,0.20834915
Macrogene 100,mouse_Aldoc,0.20688826
Macrogene 100,mouse_Myo1d,0.20480065
Macrogene 100,mouse_Hspa5,0.20293806
